area,country_code,dash_score_a,order_a,dash_score_b,order_b,total_dash_score,energy_distance,order_total,hdi_2013,gini_index,ghi_200913,gni_per_capita_current_us,"malnutrition_prevalence,_height_for_age_of_children_under_5","malnutrition_prevalence,_weight_for_age_of_children_under_5",sex,mean_bmi_lower_95_uncertainty_interval,mean_bmi_upper_95_uncertainty_interval,mean_bmi,number_of_people_who_are_undernourished_sn.itk.defc,prevalence_of_bmi_18.5_to_20_lower_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_upper_95_uncertainty_interval,prevalence_of_bmi_18.5_to_20_,prevalence_of_bmi_20_to_25_lower_95_uncertainty_interval,prevalence_of_bmi_20_to_25_upper_95_uncertainty_interval,prevalence_of_bmi_20_to_25_,prevalence_of_bmi_25_to_30_lower_95_uncertainty_interval,prevalence_of_bmi_25_to_30_upper_95_uncertainty_interval,prevalence_of_bmi_25_to_30_,prevalence_of_bmi_30_to_35_lower_95_uncertainty_interval,prevalence_of_bmi_30_to_35_upper_95_uncertainty_interval,prevalence_of_bmi_30_to_35_,prevalence_of_bmi_35_to_40_lower_95_uncertainty_interval,prevalence_of_bmi_35_to_40_upper_95_uncertainty_interval,prevalence_of_bmi_35_to_40_,prevalence_of_bmi_40_lower_95_uncertainty_interval,prevalence_of_bmi_40_upper_95_uncertainty_interval,prevalence_of_bmi_40_morbid_obesity,prevalence_of_bmi18.5_underweight,prevalence_of_bmi18.5_lower_95_uncertainty_interval,prevalence_of_bmi18.5_upper_95_uncertainty_interval,prevalence_of_bmi30_obesity,prevalence_of_bmi30_lower_95_uncertainty_interval,prevalence_of_bmi30_upper_95_uncertainty_interval,prevalence_of_bmi35_severe_obesity,prevalence_of_bmi35_lower_95_uncertainty_interval,prevalence_of_bmi35_upper_95_uncertainty_interval,prevalence_of_anemia_among_children_of_children_under_5_sh.anm.chld.zs,prevalence_of_anemia_among_nonpregnant_women_of_women_ages_1549_sh.anm.nprg.zs,prevalence_of_anemia_among_pregnant_women_sh.prg.anem,prevalence_of_anemia_among_women_of_reproductive_age_of_women_ages_1549_sh.anm.allw.zs,prevalence_of_overweight_of_adults_sh.sta.owad.zs,prevalence_of_overweight_of_children_under_5_sh.sta.owgh.zs,"prevalence_of_severe_wasting,_weight_for_height_of_children_under_5_sh.svr.wast.zs",prevalence_of_undernourishment_of_population_sn.itk.defc.zs,prevalence_of_wasting_of_children_under_5_sh.sta.wast.zs
Hungary,HUN,16,128,15,139,31,681,153,0.835,31.5,,13480,,,Women,24.37066353,28.59869243,26.45,200000,0.031898023,0.083308706,0.054281678,0.316706022,0.43653115,0.375914607,0.24256732,0.357210848,0.298176119,0.108813758,0.227875018,0.163816333,0.028697229,0.103966303,0.060477815,0.006667324,0.04648696,0.021271458,0.02606199,0.011090306,0.051154801,0.245565605,0.184353169,0.314092645,0.081749273,0.045415262,0.127729577,25.1,23.9,26.5,24,60,,,2.5,
Iceland,ISL,18,84,7,215,25,1025,212,0.92,25.4,,46960,,,Men,26.25334482,27.81398655,27.03,100000,0.007960547,0.021706967,0.013690766,0.255602128,0.351894,0.302860785,0.388732008,0.499991798,0.445895336,0.12331303,0.222847853,0.171013183,0.02570722,0.077112274,0.048241045,0.006113903,0.030732257,0.015254556,0.00304433,0.001229638,0.006074124,0.234508784,0.183321507,0.290365887,0.063495601,0.038515359,0.094219653,10.7,13.4,21.2,13.7,58.1,,,2.5,
Iceland,ISL,18,84,7,215,25,1025,212,0.92,25.4,,46960,,,Women,24.56225136,26.46964106,25.52,100000,0.034567492,0.080043805,0.054654359,0.365220055,0.466333967,0.41531225,0.267882746,0.367672251,0.317199937,0.092662929,0.179732902,0.133770365,0.026240961,0.075142749,0.047160268,0.005909723,0.028024352,0.014328657,0.017574163,0.008614747,0.030547037,0.195259291,0.150063588,0.243314367,0.061488925,0.038939255,0.090993727,10.7,13.4,21.2,13.7,58.1,,,2.5,
India,IND,17,86,22,34,39,101,26,0.607,,10.3,1520,,,Men,21.22354896,21.95593915,21.59,213100000,0.124456039,0.194228793,0.157427565,0.38877037,0.48575101,0.436403659,0.113706262,0.180229367,0.144686849,0.013998114,0.030652331,0.021334319,0.000813859,0.003017417,0.001669858,0.00026412,0.001376653,0.000676427,0.237801322,0.19286748,0.284276496,0.023680605,0.016138623,0.033092822,0.002346286,0.001335231,0.003801056,58.5,51.2,50.6,51.2,18,,,16.7,
India,IND,17,86,22,34,39,101,26,0.607,,10.3,1520,,,Women,21.35105655,22.21840608,21.78,213100000,0.11234381,0.179790829,0.143949575,0.353080133,0.446840628,0.4002641,0.132447348,0.193907279,0.161264926,0.025817985,0.051035354,0.037155116,0.004300582,0.011123799,0.007167806,0.000825678,0.003053349,0.001687914,0.248510562,0.204427598,0.296515985,0.046010836,0.033808533,0.060167663,0.00885572,0.005759396,0.012906151,58.5,51.2,50.6,51.2,18,,,16.7,
Indonesia,IDN,15,135,24,19,39,423,21,0.681,39.9,<5,3730,36.4,19.9,Men,21.85336226,22.73319622,22.29,19100000,0.103658091,0.194997024,0.146226372,0.424865217,0.541334925,0.482701148,0.147266465,0.239097288,0.192025828,0.020687731,0.055756165,0.036004859,0.001091422,0.006601363,0.003007479,0.000295422,0.002680405,0.001064086,0.138970228,0.092474169,0.192972354,0.040076424,0.024427737,0.06052393,0.004071565,0.001820315,0.007908081,34.8,26,38.1,26.5,25.7,11.5,6.7,7.6,13.5
Indonesia,IDN,15,135,24,19,39,423,21,0.681,39.9,<5,3730,36.4,19.9,Women,23.0269854,24.1314734,23.57,19100000,0.086265962,0.164149473,0.121934267,0.391940891,0.498113975,0.444991364,0.180812911,0.263109676,0.219583256,0.042160458,0.095087372,0.066021283,0.00551495,0.020436715,0.011523732,0.00103825,0.006521277,0.002984069,0.132962029,0.08685081,0.186783437,0.080529084,0.055295908,0.110285779,0.014507801,0.007837591,0.02403231,34.8,26,38.1,26.5,25.7,11.5,6.7,7.6,13.5
Iran (Islamic Republic of),IRN,21,9,21,44,42,736,2,0.784,37.4,12.7,6950,,,Men,24.88139412,25.57011876,25.23,4200000,0.035519558,0.067132864,0.049839512,0.302486703,0.389534084,0.346450037,0.345536029,0.433321224,0.389691654,0.117003931,0.183317997,0.148732907,0.016336501,0.037986528,0.025807097,0.002579608,0.009484368,0.00531894,0.034159854,0.023092495,0.047997419,0.179858943,0.146259729,0.215643225,0.031126036,0.021081272,0.044053182,29.4,28.1,31.8,28.2,59.5,,,5.4,
Iran (Islamic Republic of),IRN,21,9,21,44,42,736,2,0.784,37.4,12.7,6950,,,Women,26.62339767,27.49722885,27.07,4200000,0.027400611,0.053527199,0.039320945,0.228412658,0.30663112,0.267229912,0.300648428,0.380499645,0.339981485,0.183126238,0.261566671,0.221486892,0.051752116,0.096766008,0.072232774,0.013843926,0.034690189,0.022999845,0.036748147,0.02532077,0.051072996,0.316719512,0.27497887,0.358634479,0.09523262,0.072663966,0.120195923,29.4,28.1,31.8,28.2,59.5,,,5.4,
Iraq,IRQ,13,192,18,98,31,188,146,0.666,,<5,6860,,,Men,27.00284371,28.16080964,27.58,9300000,0.01936594,0.054609803,0.03395903,0.281501628,0.389466062,0.335205418,0.32273043,0.446851534,0.385589124,0.114279964,0.229394297,0.169550388,0.018707182,0.076433592,0.042525019,0.003351911,0.026123183,0.011151262,0.022019759,0.009002686,0.042978284,0.22322667,0.163202321,0.28568509,0.053676282,0.0275812,0.090774176,24.9,28.3,33.5,28.7,62.9,,,27.4,
Iraq,IRQ,13,192,18,98,31,188,146,0.666,,<5,6860,,,Women,28.8736655,30.27517386,29.56,9300000,0.017908253,0.04937389,0.031502353,0.217371104,0.311251812,0.262322606,0.265555244,0.372764537,0.318833407,0.175707639,0.307941311,0.24130918,0.044941578,0.137718854,0.085184085,0.015825747,0.077376005,0.039676489,0.021171879,0.008745376,0.041307371,0.366169755,0.29810934,0.433886145,0.124860575,0.077446622,0.183545321,24.9,28.3,33.5,28.7,62.9,,,27.4,
Ireland,IRL,20,37,12,174,32,1249,140,0.911,33.5,,43530,,,Men,27.28414037,28.57965834,27.94,100000,0.008437648,0.026074304,0.016012993,0.263193925,0.368296915,0.315470462,0.365613397,0.486321091,0.425426397,0.129279897,0.238944358,0.182581994,0.019160855,0.06979739,0.039578823,0.005939978,0.036179536,0.016877629,0.004051703,0.001531972,0.008637196,0.239038446,0.180834246,0.298971439,0.056456452,0.03151664,0.090068042,10.9,12.3,20.5,12.7,58.9,,,2.5,
Ireland,IRL,20,37,12,174,32,1249,140,0.911,33.5,,43530,,,Women,26.26170168,27.78159325,27.03,100000,0.028546263,0.069930923,0.047159214,0.339949058,0.442070538,0.391040192,0.256337513,0.351462376,0.302132307,0.108077237,0.206057683,0.153727018,0.032387731,0.094713608,0.059710437,0.014005081,0.06267879,0.033391683,0.01283915,0.005705952,0.024061032,0.246829138,0.193170187,0.303482523,0.09310212,0.059524209,0.133848972,10.9,12.3,20.5,12.7,58.9,,,2.5,
Israel,ISR,23,3,15,131,38,1257,40,0.895,,,34330,,,Men,26.74485656,28.38475737,27.57,200000,0.006694247,0.021958943,0.012741655,0.218644662,0.32090257,0.268310182,0.396357377,0.524196937,0.461488201,0.136763122,0.257938641,0.19398781,0.023559644,0.08702981,0.050615962,0.002371465,0.02225857,0.009075754,0.003780435,0.001332636,0.008102715,0.253679527,0.193003792,0.318872144,0.059691716,0.031417332,0.09790077,11.7,13,22.7,13.5,63.3,,,2.5,
Israel,ISR,23,3,15,131,38,1257,40,0.895,,,34330,,,Women,25.92953878,28.22582609,27.03,200000,0.023008483,0.062502198,0.040357003,0.304312586,0.417827192,0.358684942,0.267125889,0.37608242,0.320645472,0.123561002,0.239732854,0.178676978,0.03408413,0.109369985,0.066111918,0.007965695,0.046761187,0.02236419,0.013159496,0.005274415,0.025924131,0.267153087,0.205920499,0.331740596,0.088476109,0.051760715,0.135957121,11.7,13,22.7,13.5,63.3,,,2.5,
Italy,ITA,21,16,15,133,36,1217,70,0.876,34.9,,35370,,,Men,26.1578712,27.18201559,26.67,1500000,0.009965498,0.023186383,0.015692896,0.275271092,0.369683985,0.321568173,0.411952205,0.511885051,0.462317572,0.124874626,0.204471635,0.16333932,0.015374804,0.044951368,0.028335833,0.002065652,0.010493108,0.005292085,0.003454121,0.001757767,0.0059118,0.196967238,0.156793075,0.239188936,0.033627917,0.020047186,0.050730477,11.5,14.6,23.7,14.8,57.2,,,2.5,
Italy,ITA,21,16,15,133,36,1217,70,0.876,34.9,,35370,,,Women,24.36234651,25.54016665,24.95,1500000,0.033772878,0.072431289,0.051148519,0.361467485,0.461942109,0.41194669,0.277717566,0.37058612,0.322826088,0.10481727,0.182590742,0.141343524,0.025603904,0.063126873,0.042008773,0.006373304,0.024397681,0.013798208,0.016928198,0.00946065,0.026776682,0.197150505,0.157067215,0.239821694,0.055806981,0.03679779,0.079374873,11.5,14.6,23.7,14.8,57.2,,,2.5,
Jamaica,JAM,18,74,15,137,33,383,117,0.726,,<5,5000,,,Men,24.63815687,26.51423677,25.6,300000,0.03980311,0.102389396,0.066574959,0.355227135,0.489954017,0.421517558,0.258142483,0.391798088,0.323045938,0.068043217,0.159004922,0.108700885,0.009783769,0.047173987,0.024097121,0.002132903,0.020903439,0.008163495,0.047900045,0.023231374,0.082579921,0.1409615,0.096871017,0.194890693,0.032260616,0.015521413,0.057258413,27.2,21.5,26.4,21.7,53.4,,,9.3,
Jamaica,JAM,18,74,15,137,33,383,117,0.726,,<5,5000,,,Women,28.31794755,30.44945997,29.38,300000,0.025920479,0.068144254,0.04406427,0.235463531,0.348615367,0.290755686,0.249376945,0.361784928,0.303725487,0.128632111,0.24228218,0.182591553,0.050024336,0.134419358,0.086678999,0.027812998,0.101933924,0.058481781,0.033702224,0.016134854,0.059140989,0.327752333,0.262193193,0.39302395,0.14516078,0.096804515,0.204423123,27.2,21.5,26.4,21.7,53.4,,,9.3,
Japan,JPN,17,99,13,167,30,373,166,0.899,,,48280,,,Men,23.29708491,23.90150439,23.6,3200000,0.058605102,0.101556928,0.078070272,0.522515988,0.607464451,0.566487151,0.237331869,0.31623172,0.274818124,0.027848336,0.054524073,0.039957844,0.001294794,0.004525518,0.002540917,3.96E-05,0.000303815,0.000128186,0.037997506,0.026176004,0.053211998,0.042626946,0.030322711,0.057426297,0.002669102,0.001405643,0.004627921,11.4,19.3,34.4,19.6,26.1,,,2.5,
Japan,JPN,17,99,13,167,30,373,166,0.899,,,48280,,,Women,21.57433115,22.25729412,21.91,3200000,0.119531333,0.189707932,0.151878156,0.491275539,0.576859205,0.535175843,0.152435283,0.218022326,0.185240917,0.021580016,0.043743955,0.031563123,0.00228572,0.006561027,0.004064934,6.96E-05,0.000416872,0.000194703,0.091882323,0.068238049,0.121327141,0.03582276,0.025442142,0.048239539,0.004259637,0.002474532,0.006765708,11.4,19.3,34.4,19.6,26.1,,,2.5,
Jordan,JOR,17,98,14,154,31,743,156,0.727,,<5,3790,,,Men,27.71337721,28.66175891,28.18,900000,0.013382754,0.035228954,0.022808508,0.249762284,0.345554194,0.298020061,0.344751752,0.455164664,0.398772621,0.151228385,0.258647775,0.203106236,0.026960934,0.080903345,0.050439427,0.006903985,0.034202968,0.017275764,0.009577384,0.004279788,0.017971245,0.270821427,0.215437242,0.327688761,0.067715191,0.0405091,0.101248038,31.2,31.4,34.8,31.6,68,,,10.7,
Jordan,JOR,17,98,14,154,31,743,156,0.727,,<5,3790,,,Women,29.4948465,30.41040146,29.94,900000,0.014413289,0.036245711,0.024262519,0.194808732,0.273681529,0.232714825,0.25453701,0.347173103,0.300086852,0.195591975,0.29996394,0.246969712,0.082266117,0.164148182,0.120098581,0.037009618,0.097565797,0.06310876,0.012758752,0.006615542,0.021880252,0.430177052,0.376306243,0.484119946,0.18320734,0.138491711,0.233417749,31.2,31.4,34.8,31.6,68,,,10.7,
Kazakhstan,KAZ,20,36,12,173,32,906,139,0.788,27.1,16.5,11840,,,Men,25.38307871,27.02503232,26.21,400000,0.020519597,0.060296344,0.037126453,0.338076421,0.470064079,0.404111905,0.296228524,0.428907541,0.361525991,0.091097266,0.204432128,0.142686967,0.012798316,0.055803624,0.02971796,0.001703397,0.01596394,0.006313342,0.018517383,0.007635045,0.037345535,0.178718269,0.12499894,0.242843869,0.036031302,0.017873994,0.063220968,28.8,29.5,30.1,29.5,51.8,,,2.5,
Kazakhstan,KAZ,20,36,12,173,32,906,139,0.788,27.1,16.5,11840,,,Women,25.70329597,27.4191509,26.56,400000,0.035690469,0.083179765,0.056745113,0.323057419,0.440723861,0.380809534,0.25200331,0.361821001,0.305948255,0.09676713,0.195961944,0.14327202,0.028302442,0.091436648,0.054558213,0.008986683,0.045984701,0.022780499,0.035886366,0.017874361,0.063239234,0.220610732,0.167609674,0.279520121,0.077338712,0.046317681,0.11794302,28.8,29.5,30.1,29.5,51.8,,,2.5,
Kenya,KEN,16,107,25,13,41,-148,6,0.566,,<5,1150,,,Men,21.36530214,22.82557936,22.08,9300000,0.111952196,0.236824203,0.171179644,0.455233151,0.605182031,0.529627256,0.088089562,0.180530785,0.131347985,0.009703972,0.042196149,0.022282223,0.000437504,0.005626789,0.002047035,9.91E-05,0.002507864,0.000740473,0.142775385,0.076040318,0.226931802,0.02506973,0.01223216,0.045020449,0.002787508,0.000849241,0.00659404,43.9,25.7,40.1,27,23.7,,,20.8,
Kenya,KEN,16,107,25,13,41,-148,6,0.566,,<5,1150,,,Women,23.61948435,24.82711895,24.23,9300000,0.083568485,0.16331446,0.119842368,0.393692336,0.504260942,0.449429869,0.184885932,0.274877461,0.228613907,0.046142632,0.111207009,0.075557667,0.007905699,0.033027507,0.017628705,0.002931011,0.018620963,0.008535831,0.100391653,0.056087426,0.157351491,0.101722203,0.069788927,0.14014307,0.026164536,0.01408733,0.042946874,43.9,25.7,40.1,27,23.7,,,20.8,
Kiribati,KIR,16,123,18,96,34,688,94,0.609,,,3010,,,Men,27.7691194,30.25414882,29,100000,0.002885381,0.013380852,0.006848132,0.16281649,0.274422951,0.216793134,0.289370883,0.4452677,0.367601406,0.17508613,0.332125137,0.250137324,0.052554812,0.173157546,0.106056837,0.016760576,0.10475215,0.050364743,0.002198424,0.00054986,0.005617733,0.406558904,0.322652727,0.492320908,0.15642158,0.090006469,0.232670341,38.9,23.3,35.3,24.1,77.5,,,3.2,
Kiribati,KIR,16,123,18,96,34,688,94,0.609,,,3010,,,Women,29.51642605,32.41618778,30.98,100000,0.005372186,0.023268928,0.01235682,0.116596721,0.205118297,0.157708693,0.248673354,0.384057837,0.314406189,0.185236197,0.33806183,0.259062786,0.082741157,0.224434055,0.147921582,0.042382754,0.171305066,0.096605593,0.011938337,0.00380814,0.02710212,0.503589961,0.423098926,0.582519515,0.244527175,0.165858464,0.333890557,38.9,23.3,35.3,24.1,77.5,,,3.2,
Kuwait,KWT,21,19,13,161,34,1125,105,0.795,,<5,51990,4.8,3.1,Men,28.37613944,29.34069745,28.87,100000,0.009119593,0.025332959,0.015996006,0.205192965,0.295829529,0.2501023,0.348612498,0.45716269,0.403131555,0.168259843,0.273077095,0.219919814,0.044080651,0.108670145,0.072515575,0.014209784,0.053651844,0.030549907,0.007784843,0.003564579,0.014276209,0.322985297,0.267685763,0.378410711,0.103065483,0.069060815,0.143834341,24.5,21.1,29.3,21.5,72.1,7.8,0.7,2.5,2.7
Kuwait,KWT,21,19,13,161,34,1125,105,0.795,,<5,51990,4.8,3.1,Women,29.95890338,31.08062481,30.52,100000,0.011402015,0.030782384,0.019888544,0.169868253,0.246308437,0.207279424,0.254926074,0.351541155,0.303391676,0.202162327,0.311905318,0.255050026,0.087360562,0.175722346,0.128208089,0.043266243,0.117503363,0.075117568,0.011064673,0.005296436,0.019416859,0.458375683,0.401258688,0.516149211,0.203325657,0.153363598,0.258129313,24.5,21.1,29.3,21.5,72.1,7.8,0.7,2.5,2.7
Kyrgyzstan,KGZ,16,121,18,94,34,463,92,0.658,28.8,20.1,1190,,,Men,25.04914084,26.52320089,25.81,400000,0.026418818,0.083003884,0.049586118,0.385984095,0.534355606,0.459684164,0.266334104,0.412270789,0.33869256,0.0589596,0.166273515,0.106434525,0.006422608,0.043434852,0.019318243,0.00078055,0.012356428,0.00423031,0.022054081,0.007450696,0.047939436,0.129983078,0.078400629,0.192559195,0.023548552,0.009388941,0.047555059,36,32.5,37.1,32.8,46.2,,,6.9,
Kyrgyzstan,KGZ,16,121,18,94,34,463,92,0.658,28.8,20.1,1190,,,Women,26.27284995,27.65613933,26.97,400000,0.036913264,0.094638659,0.062040804,0.349006695,0.480509743,0.415646702,0.248655986,0.365422106,0.305505823,0.073600044,0.176529421,0.119757427,0.019555192,0.07590425,0.042498824,0.004856262,0.032822493,0.014890488,0.039659932,0.017414559,0.073593856,0.177146739,0.124533296,0.236144412,0.057389312,0.030687509,0.094215066,36,32.5,37.1,32.8,46.2,,,6.9,
Lao People's Democratic Republic,LAO,17,89,20,59,37,100,45,0.579,,<5,1620,,,Men,21.7196132,23.12844759,22.42,1200000,0.098677063,0.212685893,0.151279341,0.451818374,0.589147728,0.521011546,0.128248975,0.230175188,0.176233872,0.012327439,0.047926582,0.026527181,0.000725103,0.007277572,0.002845816,0.000133086,0.002774211,0.000891247,0.121210998,0.063077961,0.194322737,0.030264244,0.015618987,0.051775936,0.003737063,0.001276732,0.008396082,42.5,36.6,44,37.1,22.9,,,17.7,
Lao People's Democratic Republic,LAO,17,89,20,59,37,100,45,0.579,,<5,1620,,,Women,22.07130435,23.59511025,22.85,1200000,0.093656364,0.18803363,0.136914787,0.415963834,0.535698777,0.476797673,0.162973671,0.253044932,0.206752299,0.027866946,0.080864397,0.050476784,0.002298526,0.015427972,0.006992899,0.000362697,0.005062285,0.001791543,0.120274016,0.06496105,0.188814104,0.059261226,0.035503292,0.090810574,0.008784441,0.003571574,0.01769839,42.5,36.6,44,37.1,22.9,,,17.7,
Latvia,LVA,16,131,9,202,25,816,208,0.833,35.5,<5,14880,,,Men,26.01160691,27.84482842,26.93,100000,0.011553542,0.041947488,0.023699159,0.296960737,0.425662539,0.359717991,0.327527365,0.472312053,0.39996025,0.099720667,0.230422803,0.160193611,0.014520965,0.078184056,0.039348821,0.002182878,0.02912985,0.010164688,0.00691548,0.001985261,0.016949998,0.209707119,0.142862177,0.282874796,0.049513508,0.021856287,0.091365043,24.6,23.2,24.5,23.2,56.8,,,2.5,
Latvia,LVA,16,131,9,202,25,816,208,0.833,35.5,<5,14880,,,Women,25.27552437,27.36436404,26.33,100000,0.027948048,0.077574203,0.049085149,0.306746968,0.435230254,0.369906368,0.244466582,0.370508114,0.30486371,0.101619078,0.237000632,0.165634015,0.028197147,0.117202194,0.064124342,0.007111822,0.060773549,0.026133093,0.020253324,0.00723816,0.043178093,0.25589145,0.182827341,0.330993019,0.090257435,0.047292519,0.147523721,24.6,23.2,24.5,23.2,56.8,,,2.5,
Lebanon,LBN,21,17,15,134,36,693,71,0.751,,13.1,8500,,,Men,26.92374272,28.66220278,27.79,500000,0.013158958,0.039913478,0.024294944,0.241934307,0.347315317,0.293760488,0.342576125,0.468009523,0.405365773,0.13949112,0.26473799,0.200510053,0.022904984,0.090384156,0.050447591,0.003770186,0.031846919,0.013482853,0.012138297,0.004490121,0.02520431,0.264440497,0.19855853,0.332580039,0.063930444,0.033271047,0.105714747,24.1,28.5,33.3,28.6,66.4,,,9.3,
Lebanon,LBN,21,17,15,134,36,693,71,0.751,,13.1,8500,,,Women,26.4242527,28.43518678,27.45,500000,0.017116017,0.049887434,0.030451685,0.202571707,0.294938457,0.246973916,0.272474144,0.388115476,0.329785909,0.165797684,0.302079003,0.233247533,0.051202928,0.151043202,0.095063615,0.01547481,0.083669018,0.041698841,0.022778502,0.009501765,0.044055925,0.370009989,0.302479332,0.440329603,0.136762456,0.084723597,0.198826824,24.1,28.5,33.3,28.6,66.4,,,9.3,
Lesotho,LSO,10,207,22,42,32,175,127,0.505,,16.8,1490,,,Men,22.1191871,23.11223524,22.61,300000,0.106608154,0.229535274,0.162796152,0.440480787,0.584382581,0.512619131,0.112665822,0.21771341,0.162386162,0.015708169,0.05954565,0.033656658,0.001476358,0.012526987,0.005273433,0.00036974,0.005459789,0.0019199,0.121348564,0.066395726,0.191985144,0.040849991,0.022214114,0.067583347,0.007193333,0.002698412,0.014965176,49.3,26.5,32.6,26.9,36.9,,,13.3,
Lesotho,LSO,10,207,22,42,32,175,127,0.505,,16.8,1490,,,Women,26.33040372,27.63606107,26.98,300000,0.044083492,0.107310644,0.071446167,0.295019007,0.411132162,0.353046466,0.21802051,0.330176809,0.272553752,0.109172519,0.221386548,0.160468447,0.029525273,0.100128246,0.058935536,0.015542136,0.070197435,0.037185217,0.046364415,0.021385251,0.083925701,0.2565892,0.196257836,0.320113452,0.096120754,0.057164406,0.143337866,49.3,26.5,32.6,26.9,36.9,,,13.3,
Liberia,LBR,9,209,19,85,28,-149,182,0.429,,<5,630,32.1,15.3,Men,22.61573142,23.82318408,23.22,1600000,0.087957544,0.1990399,0.138581913,0.478307167,0.617155083,0.548017439,0.127178626,0.230277005,0.175907061,0.019654572,0.071222147,0.040547929,0.001308077,0.012519571,0.005037059,0.00088195,0.011401041,0.004087446,0.087821153,0.041713101,0.150555296,0.049672434,0.027599882,0.081786479,0.009124505,0.003519853,0.018885865,69.3,35.8,41.3,36.3,29.2,3.2,2,37.6,5.6
Liberia,LBR,9,209,19,85,28,-149,182,0.429,,<5,630,32.1,15.3,Women,24.11832093,25.58875296,24.85,1600000,0.072044262,0.148866741,0.107279537,0.382902545,0.494941143,0.437388398,0.198032457,0.289540895,0.24184931,0.052891913,0.130348208,0.087780458,0.011963406,0.05259621,0.028292943,0.006073645,0.038495586,0.017932262,0.079477092,0.037773883,0.136555085,0.134005663,0.093095715,0.17941186,0.046225204,0.024209482,0.075058702,69.3,35.8,41.3,36.3,29.2,3.2,2,37.6,5.6
Lithuania,LTU,14,177,13,170,27,1058,192,0.836,35.3,<5,,,,Men,25.91935638,28.13705098,27.03,100000,0.011149158,0.032937287,0.020164629,0.289765235,0.407140629,0.348202952,0.328991564,0.457411167,0.392435105,0.123935495,0.244443331,0.17986281,0.020468784,0.075775488,0.043285858,0.003916487,0.027706399,0.012440865,0.003607783,0.001313092,0.007450813,0.235589532,0.176780759,0.303555842,0.055726723,0.030758777,0.09045222,24,23.6,24.9,23.6,58.6,,,2.5,
Lithuania,LTU,14,177,13,170,27,1058,192,0.836,35.3,<5,,,,Women,24.84693013,27.32960128,26.1,100000,0.027885136,0.071317318,0.046382921,0.302262791,0.421617339,0.361516871,0.23939267,0.352408503,0.294996314,0.120615745,0.238730869,0.176546632,0.040309471,0.117610738,0.074542913,0.013216157,0.061066721,0.032141814,0.013872534,0.006025268,0.026312854,0.28323136,0.218031121,0.349111889,0.106684728,0.066926406,0.156072193,24,23.6,24.9,23.6,58.6,,,2.5,
Luxembourg,LUX,18,82,8,209,26,1173,204,0.892,32,,75500,,,Men,26.16458952,28.05777802,27.13,100000,0.007502083,0.025657918,0.014837117,0.258242661,0.364100645,0.310567809,0.369037036,0.498774242,0.434816657,0.114931616,0.244764294,0.176407348,0.018916378,0.089033922,0.047017916,0.003045518,0.031371158,0.012614758,0.003738396,0.001060664,0.00952099,0.236040022,0.171761356,0.307039708,0.059632674,0.028422937,0.104297831,10.9,13.5,22.4,13.8,57.5,,,2.5,
Luxembourg,LUX,18,82,8,209,26,1173,204,0.892,32,,75500,,,Women,24.5654272,26.7854361,25.7,100000,0.033122473,0.082305515,0.05530941,0.360527356,0.471335602,0.415262065,0.253408153,0.358054544,0.304926404,0.084961578,0.1942349,0.135372031,0.022180321,0.095475814,0.051263381,0.005109709,0.04732768,0.019430983,0.018435727,0.006343075,0.039313046,0.206066394,0.1489293,0.270042908,0.070694364,0.036967016,0.118329325,10.9,13.5,22.4,13.8,57.5,,,2.5,
Madagascar,MDG,11,205,24,23,35,-297,80,0.509,,13.6,440,,,Men,19.94347417,22.91582337,21.44,8200000,0.10799182,0.237410707,0.166594195,0.441159251,0.592499436,0.517376286,0.097187003,0.19904138,0.144437144,0.009460704,0.042173724,0.022573626,0.000424857,0.006425583,0.002170982,0.00014026,0.003575371,0.001067148,0.14578062,0.077056935,0.230864243,0.025811756,0.012101224,0.046205452,0.00323813,0.00093512,0.007937036,50.7,36.5,35.9,36.5,22.1,,,35.5,
Madagascar,MDG,11,205,24,23,35,-297,80,0.509,,13.6,440,,,Women,20.05283356,21.95180213,21.03,8200000,0.087470438,0.176110293,0.126915877,0.373448816,0.498079947,0.436485784,0.171688335,0.265226895,0.217259462,0.028939631,0.085419162,0.053538241,0.003944228,0.023866079,0.011353634,0.000714719,0.008426029,0.003136951,0.15131005,0.087303104,0.226793993,0.068028827,0.041797493,0.101447519,0.014490585,0.006255466,0.027563227,50.7,36.5,35.9,36.5,22.1,,,35.5,
Malawi,MWI,14,157,27,8,41,11,5,0.461,,5.4,390,,,Men,21.54751195,23.2535432,22.41,3700000,0.117692078,0.260510271,0.184093748,0.461923913,0.616215213,0.539629959,0.083290301,0.175678655,0.125755019,0.007129096,0.034923796,0.017840056,0.000234012,0.003870796,0.001324325,5.98E-05,0.001883393,0.000504347,0.130852545,0.063551393,0.211585476,0.019668728,0.008636315,0.036962758,0.001828672,0.000467265,0.004743965,61.9,31.6,40.3,32.6,21.9,,,22.1,
